analysis_type	analysis_subtype	analysis_name	group1_samples	group2_samples	N_test	N_chunk
oligo_activity	replicate_all	A549-ACE2_NS_replicates_allvs3	A549-ACE2_NS_R1,A549-ACE2_NS_R2-P3	A549-ACE2_NS_R3-P3	11556	23
oligo_activity	replicate_all	A549-ACE2_SARS_replicates_allvs1	A549-ACE2_SARS_R2-P3,A549-ACE2_SARS_R3-P3	A549-ACE2_SARS_R1-P3	11555	23
oligo_activity	replicate_all	A549-ACE2_SARS_replicates_allvs2	A549-ACE2_SARS_R1-P3,A549-ACE2_SARS_R3-P3	A549-ACE2_SARS_R2-P3	11555	23
oligo_activity	replicate_all	A549-ACE2_SARS_replicates_allvs3	A549-ACE2_SARS_R1-P3,A549-ACE2_SARS_R2-P3	A549-ACE2_SARS_R3-P3	11555	23
oligo_activity	replicate_all	A549-ACE2_TNFa_allvs1	A549-ACE2_TNFa_R2,A549-ACE2_TNFa_R3	A549-ACE2_TNFa_R1	11547	23
oligo_activity	replicate_all	A549-ACE2_TNFa_allvs2	A549-ACE2_TNFa_R1,A549-ACE2_TNFa_R3	A549-ACE2_TNFa_R2	11547	23
oligo_activity	replicate_all	A549-ACE2_TNFa_allvs3	A549-ACE2_TNFa_R1,A549-ACE2_TNFa_R2	A549-ACE2_TNFa_R3	11547	23
oligo_activity	replicate_all	HepG2_DEX_allvs1	HepG2_DEX_R2,HepG2_DEX_R3	HepG2_DEX_R1	11618	24
oligo_activity	replicate_all	HepG2_DEX_allvs2	HepG2_DEX_R1,HepG2_DEX_R3	HepG2_DEX_R2	11618	24
oligo_activity	replicate_all	HepG2_DEX_allvs3	HepG2_DEX_R1,HepG2_DEX_R2	HepG2_DEX_R3	11618	24
oligo_activity	replicate_all	HepG2_IFNA2b_allvs1	HepG2_IFNA2b_R2,HepG2_IFNA2b_R3,HepG2_IFNA2b_R4	HepG2_IFNA2b_R1	11613	26
oligo_activity	replicate_all	HepG2_IFNA2b_allvs2	HepG2_IFNA2b_R1,HepG2_IFNA2b_R3,HepG2_IFNA2b_R4	HepG2_IFNA2b_R2	11613	26
oligo_activity	replicate_all	HepG2_IFNA2b_allvs3	HepG2_IFNA2b_R1,HepG2_IFNA2b_R2,HepG2_IFNA2b_R4	HepG2_IFNA2b_R3	11613	26
oligo_activity	replicate_all	HepG2_IFNA2b_allvs4	HepG2_IFNA2b_R1,HepG2_IFNA2b_R2,HepG2_IFNA2b_R3	HepG2_IFNA2b_R4	11613	26
oligo_activity	replicate_all	HepG2_NS_replicates_allvs1	HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R1	11618	27
oligo_activity	replicate_all	HepG2_NS_replicates_allvs2	HepG2_NS_R1,HepG2_NS_R3,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R2	11618	27
oligo_activity	replicate_all	HepG2_NS_replicates_allvs3	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R3	11618	27
oligo_activity	replicate_all	HepG2_NS_replicates_allvs4	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R5	HepG2_NS_R4	11618	27
oligo_activity	replicate_all	HepG2_NS_replicates_allvs5	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R4	HepG2_NS_R5	11618	27
oligo_activity	replicate_all	HepG2_TNFa_allvs1	HepG2_TNFa_R2,HepG2_TNFa_R3	HepG2_TNFa_R1	11547	22
oligo_activity	replicate_all	HepG2_TNFa_allvs2	HepG2_TNFa_R1,HepG2_TNFa_R3	HepG2_TNFa_R2	11547	22
oligo_activity	replicate_all	HepG2_TNFa_allvs3	HepG2_TNFa_R1,HepG2_TNFa_R2	HepG2_TNFa_R3	11547	22
oligo_activity	replicate_all	K562_IFNA2b_allvs1	K562_IFNA2b_R2,K562_IFNA2b_R3,K562_IFNA2b_R4	K562_IFNA2b_R1	11554	24
oligo_activity	replicate_all	K562_IFNA2b_allvs2	K562_IFNA2b_R1,K562_IFNA2b_R3,K562_IFNA2b_R4	K562_IFNA2b_R2	11554	24
oligo_activity	replicate_all	K562_IFNA2b_allvs3	K562_IFNA2b_R1,K562_IFNA2b_R2,K562_IFNA2b_R4	K562_IFNA2b_R3	11554	24
oligo_activity	replicate_all	K562_IFNA2b_allvs4	K562_IFNA2b_R1,K562_IFNA2b_R2,K562_IFNA2b_R3	K562_IFNA2b_R4	11554	24
oligo_activity	replicate_all	K562_NS_replicates_allvs1	K562_NS_R2,K562_NS_R3,K562_NS_R4,K562_NS_R5	K562_NS_R1	11619	26
oligo_activity	replicate_all	K562_NS_replicates_allvs2	K562_NS_R1,K562_NS_R3,K562_NS_R4,K562_NS_R5	K562_NS_R2	11619	26
oligo_activity	replicate_all	K562_NS_replicates_allvs3	K562_NS_R1,K562_NS_R2,K562_NS_R4,K562_NS_R5	K562_NS_R3	11619	26
oligo_activity	replicate_all	K562_NS_replicates_allvs4	K562_NS_R1,K562_NS_R2,K562_NS_R3,K562_NS_R5	K562_NS_R4	11619	26
oligo_activity	replicate_all	K562_NS_replicates_allvs5	K562_NS_R1,K562_NS_R2,K562_NS_R3,K562_NS_R4	K562_NS_R5	11619	26
oligo_activity	replicate_all	K562_TNFa_allvs1	K562_TNFa_R2,K562_TNFa_R3	K562_TNFa_R1	11552	23
oligo_activity	replicate_all	K562_TNFa_allvs2	K562_TNFa_R1,K562_TNFa_R3	K562_TNFa_R2	11552	23
oligo_activity	replicate_all	K562_TNFa_allvs3	K562_TNFa_R1,K562_TNFa_R2	K562_TNFa_R3	11552	23
oligo_activity	replicate_all	K562_DEX_allvs1	K562_DEX_R2,K562_DEX_R3	K562_DEX_R1	11552	23
oligo_activity	replicate_all	K562_DEX_allvs2	K562_DEX_R1,K562_DEX_R3	K562_DEX_R2	11552	23
oligo_activity	replicate_all	K562_DEX_allvs3	K562_DEX_R1,K562_DEX_R2	K562_DEX_R3	11552	23
oligo_activity	replicate_pair	A549-ACE2_IAV_replicates_1vs2	A549-ACE2_IAV_R1-P3	A549-ACE2_IAV_R2	11544	22
oligo_activity	replicate_pair	A549-ACE2_IAV_replicates_1vs3	A549-ACE2_IAV_R1-P3	A549-ACE2_IAV_R3	11550	22
oligo_activity	replicate_pair	A549-ACE2_NS_replicates_1vs2	A549-ACE2_NS_R1	A549-ACE2_NS_R2-P3	11551	22
oligo_activity	replicate_pair	A549-ACE2_NS_replicates_1vs3	A549-ACE2_NS_R1	A549-ACE2_NS_R3-P3	11552	22
oligo_activity	replicate_pair	A549-ACE2_SARS_replicates_1vs2	A549-ACE2_SARS_R1-P3	A549-ACE2_SARS_R2-P3	11551	22
oligo_activity	replicate_pair	A549-ACE2_SARS_replicates_1vs3	A549-ACE2_SARS_R1-P3	A549-ACE2_SARS_R3-P3	11547	22
oligo_activity	replicate_pair	A549-ACE2_TNFa_replicates_1vs2	A549-ACE2_TNFa_R1	A549-ACE2_TNFa_R2	11545	22
oligo_activity	replicate_pair	A549-ACE2_TNFa_replicates_1vs3	A549-ACE2_TNFa_R1	A549-ACE2_TNFa_R3	11537	22
oligo_activity	replicate_pair	HepG2_DEX_replicates_1vs2	HepG2_DEX_R1	HepG2_DEX_R2	11616	23
oligo_activity	replicate_pair	HepG2_DEX_replicates_1vs3	HepG2_DEX_R1	HepG2_DEX_R3	11615	23
oligo_activity	replicate_pair	HepG2_IFNA2b_replicates_1vs2	HepG2_IFNA2b_R1	HepG2_IFNA2b_R2	11191	23
oligo_activity	replicate_pair	HepG2_IFNA2b_replicates_1vs3	HepG2_IFNA2b_R1	HepG2_IFNA2b_R3	11613	23
oligo_activity	replicate_pair	HepG2_IFNA2b_replicates_1vs4	HepG2_IFNA2b_R1	HepG2_IFNA2b_R4	11190	23
oligo_activity	replicate_pair	HepG2_NS_replicates_1vs2	HepG2_NS_R1	HepG2_NS_R2	11209	23
oligo_activity	replicate_pair	HepG2_NS_replicates_1vs3	HepG2_NS_R1	HepG2_NS_R3	11616	23
oligo_activity	replicate_pair	HepG2_NS_replicates_1vs4	HepG2_NS_R1	HepG2_NS_R4	11174	23
oligo_activity	replicate_pair	HepG2_NS_replicates_1vs5	HepG2_NS_R1	HepG2_NS_R5	11614	23
oligo_activity	replicate_pair	HepG2_TNFa_replicates_1vs2	HepG2_TNFa_R1	HepG2_TNFa_R2	11544	21
oligo_activity	replicate_pair	HepG2_TNFa_replicates_1vs3	HepG2_TNFa_R1	HepG2_TNFa_R3	11538	21
oligo_activity	replicate_pair	K562_IFNA2b_replicates_1vs2	K562_IFNA2b_R1	K562_IFNA2b_R2	11551	22
oligo_activity	replicate_pair	K562_IFNA2b_replicates_1vs3	K562_IFNA2b_R1	K562_IFNA2b_R3	11547	22
oligo_activity	replicate_pair	K562_IFNA2b_replicates_1vs4	K562_IFNA2b_R1	K562_IFNA2b_R4	11552	22
oligo_activity	replicate_pair	K562_NS_replicates_1vs2	K562_NS_R1	K562_NS_R2	11615	23
oligo_activity	replicate_pair	K562_NS_replicates_1vs3	K562_NS_R1	K562_NS_R3	11615	23
oligo_activity	replicate_pair	K562_NS_replicates_1vs4	K562_NS_R1	K562_NS_R4	11618	23
oligo_activity	replicate_pair	K562_NS_replicates_1vs5	K562_NS_R1	K562_NS_R5	11614	23
oligo_activity	replicate_pair	K562_TNFa_replicates_1vs2	K562_TNFa_R1	K562_TNFa_R2	11550	22
oligo_activity	replicate_pair	K562_TNFa_replicates_1vs3	K562_TNFa_R1	K562_TNFa_R3	11549	22
oligo_activity	replicate_pair	K562_DEX_replicates_1vs2	K562_DEX_R1	K562_DEX_R2	11549	22
oligo_activity	replicate_pair	K562_DEX_replicates_1vs3	K562_DEX_R1	K562_DEX_R3	11549	22
emVars	replicate_all	549-ACE2_SARS_replicates_allvs3	A549-ACE2_SARS_R1-P3,A549-ACE2_SARS_R2-P3	A549-ACE2_SARS_R3-P3	5709	13
emVars	replicate_all	A549-ACE2_IAV_replicates_allvs1	A549-ACE2_IAV_R2,A549-ACE2_IAV_R3	A549-ACE2_IAV_R1-P3	5711	13
emVars	replicate_all	A549-ACE2_IAV_replicates_allvs2	A549-ACE2_IAV_R1-P3,A549-ACE2_IAV_R3	A549-ACE2_IAV_R2	5711	13
emVars	replicate_all	A549-ACE2_IAV_replicates_allvs3	A549-ACE2_IAV_R1-P3,A549-ACE2_IAV_R2	A549-ACE2_IAV_R3	5711	13
emVars	replicate_all	A549-ACE2_NS_replicates_allvs1	A549-ACE2_NS_R3-P3,A549-ACE2_NS_R2-P3	A549-ACE2_NS_R1	5710	13
emVars	replicate_all	A549-ACE2_NS_replicates_allvs2	A549-ACE2_NS_R1,A549-ACE2_NS_R3-P3	A549-ACE2_NS_R2-P3	5710	13
emVars	replicate_all	A549-ACE2_NS_replicates_allvs3	A549-ACE2_NS_R1,A549-ACE2_NS_R2-P3	A549-ACE2_NS_R3-P3	5710	13
emVars	replicate_all	A549-ACE2_SARS_replicates_allvs1	A549-ACE2_SARS_R2-P3,A549-ACE2_SARS_R3-P3	A549-ACE2_SARS_R1-P3	5709	13
emVars	replicate_all	A549-ACE2_SARS_replicates_allvs2	A549-ACE2_SARS_R1-P3,A549-ACE2_SARS_R3-P3	A549-ACE2_SARS_R2-P3	5709	13
emVars	replicate_all	A549-ACE2_TNFa_allvs1	A549-ACE2_TNFa_R2,A549-ACE2_TNFa_R3	A549-ACE2_TNFa_R1	5708	13
emVars	replicate_all	A549-ACE2_TNFa_allvs2	A549-ACE2_TNFa_R1,A549-ACE2_TNFa_R3	A549-ACE2_TNFa_R2	5708	13
emVars	replicate_all	A549-ACE2_TNFa_allvs3	A549-ACE2_TNFa_R1,A549-ACE2_TNFa_R2	A549-ACE2_TNFa_R3	5708	13
emVars	replicate_all	HepG2_DEX_allvs1	HepG2_DEX_R2,HepG2_DEX_R3	HepG2_DEX_R1	5735	14
emVars	replicate_all	HepG2_DEX_allvs2	HepG2_DEX_R1,HepG2_DEX_R3	HepG2_DEX_R2	5735	14
emVars	replicate_all	HepG2_DEX_allvs3	HepG2_DEX_R1,HepG2_DEX_R2	HepG2_DEX_R3	5735	14
emVars	replicate_all	HepG2_IFNA2b_allvs1	HepG2_IFNA2b_R2,HepG2_IFNA2b_R3,HepG2_IFNA2b_R4	HepG2_IFNA2b_R1	5734	16
emVars	replicate_all	HepG2_IFNA2b_allvs2	HepG2_IFNA2b_R1,HepG2_IFNA2b_R3,HepG2_IFNA2b_R4	HepG2_IFNA2b_R2	5734	16
emVars	replicate_all	HepG2_IFNA2b_allvs3	HepG2_IFNA2b_R1,HepG2_IFNA2b_R2,HepG2_IFNA2b_R4	HepG2_IFNA2b_R3	5734	16
emVars	replicate_all	HepG2_IFNA2b_allvs4	HepG2_IFNA2b_R1,HepG2_IFNA2b_R2,HepG2_IFNA2b_R3	HepG2_IFNA2b_R4	5734	16
emVars	replicate_all	HepG2_NS_replicates_allvs1	HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R1	5735	17
emVars	replicate_all	HepG2_NS_replicates_allvs2	HepG2_NS_R1,HepG2_NS_R3,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R2	5735	17
emVars	replicate_all	HepG2_NS_replicates_allvs3	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R4,HepG2_NS_R5	HepG2_NS_R3	5735	17
emVars	replicate_all	HepG2_NS_replicates_allvs4	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R5	HepG2_NS_R4	5735	17
emVars	replicate_all	HepG2_NS_replicates_allvs5	HepG2_NS_R1,HepG2_NS_R2,HepG2_NS_R3,HepG2_NS_R4	HepG2_NS_R5	5735	17
emVars	replicate_all	HepG2_TNFa_allvs1	HepG2_TNFa_R2,HepG2_TNFa_R3	HepG2_TNFa_R1	5708	13
emVars	replicate_all	HepG2_TNFa_allvs2	HepG2_TNFa_R1,HepG2_TNFa_R3	HepG2_TNFa_R2	5708	13
emVars	replicate_all	HepG2_TNFa_allvs3	HepG2_TNFa_R1,HepG2_TNFa_R2	HepG2_TNFa_R3	5708	13
emVars	replicate_all	K562_IFNA2b_allvs1	K562_IFNA2b_R2,K562_IFNA2b_R3,K562_IFNA2b_R4	K562_IFNA2b_R1	5708	14
emVars	replicate_all	K562_IFNA2b_allvs2	K562_IFNA2b_R1,K562_IFNA2b_R3,K562_IFNA2b_R4	K562_IFNA2b_R2	5708	14
emVars	replicate_all	K562_IFNA2b_allvs3	K562_IFNA2b_R1,K562_IFNA2b_R2,K562_IFNA2b_R4	K562_IFNA2b_R3	5708	14
emVars	replicate_all	K562_IFNA2b_allvs4	K562_IFNA2b_R1,K562_IFNA2b_R2,K562_IFNA2b_R3	K562_IFNA2b_R4	5708	14
emVars	replicate_all	K562_NS_replicates_allvs1	K562_NS_R2,K562_NS_R3,K562_NS_R4,K562_NS_R5	K562_NS_R1	5735	16
emVars	replicate_all	K562_NS_replicates_allvs2	K562_NS_R1,K562_NS_R3,K562_NS_R4,K562_NS_R5	K562_NS_R2	5735	16
emVars	replicate_all	K562_NS_replicates_allvs3	K562_NS_R1,K562_NS_R2,K562_NS_R4,K562_NS_R5	K562_NS_R3	5735	16
emVars	replicate_all	K562_NS_replicates_allvs4	K562_NS_R1,K562_NS_R2,K562_NS_R3,K562_NS_R5	K562_NS_R4	5735	16
emVars	replicate_all	K562_NS_replicates_allvs5	K562_NS_R1,K562_NS_R2,K562_NS_R3,K562_NS_R4	K562_NS_R5	5735	16
emVars	replicate_all	K562_TNFa_allvs1	K562_TNFa_R2,K562_TNFa_R3	K562_TNFa_R1	5709	13
emVars	replicate_all	K562_TNFa_allvs2	K562_TNFa_R1,K562_TNFa_R3	K562_TNFa_R2	5709	13
emVars	replicate_all	K562_TNFa_allvs3	K562_TNFa_R1,K562_TNFa_R2	K562_TNFa_R3	5709	13
emVars	replicate_all	K562_DEX_allvs1	K562_DEX_R2,K562_DEX_R3	K562_DEX_R1	5709	13
emVars	replicate_all	K562_DEX_allvs2	K562_DEX_R1,K562_DEX_R3	K562_DEX_R2	5709	13
emVars	replicate_all	K562_DEX_allvs3	K562_DEX_R1,K562_DEX_R2	K562_DEX_R3	5709	13
emVars	replicate_pair	A549-ACE2_IAV_replicates_1vs2	A549-ACE2_IAV_R1-P3	A549-ACE2_IAV_R2	5706	12
emVars	replicate_pair	A549-ACE2_IAV_replicates_1vs3	A549-ACE2_IAV_R1-P3	A549-ACE2_IAV_R3	5709	12
emVars	replicate_pair	A549-ACE2_NS_P3-effect_1vs23	A549-ACE2_NS_R1	A549-ACE2_NS_R2-P3,A549-ACE2_NS_R3-P3	5710	13
emVars	replicate_pair	A549-ACE2_NS_replicates_1vs2	A549-ACE2_NS_R1	A549-ACE2_NS_R2-P3	5708	12
emVars	replicate_pair	A549-ACE2_NS_replicates_1vs3	A549-ACE2_NS_R1	A549-ACE2_NS_R3-P3	5709	12
emVars	replicate_pair	A549-ACE2_SARS_replicates_1vs2	A549-ACE2_SARS_R1-P3	A549-ACE2_SARS_R2-P3	5709	12
emVars	replicate_pair	A549-ACE2_SARS_replicates_1vs3	A549-ACE2_SARS_R1-P3	A549-ACE2_SARS_R3-P3	5707	12
emVars	replicate_pair	A549-ACE2_TNFa_replicates_1vs2	A549-ACE2_TNFa_R1	A549-ACE2_TNFa_R2	5708	12
emVars	replicate_pair	A549-ACE2_TNFa_replicates_1vs3	A549-ACE2_TNFa_R1	A549-ACE2_TNFa_R3	5705	12
emVars	replicate_pair	HepG2_DEX_replicates_1vs2	HepG2_DEX_R1	HepG2_DEX_R2	5735	13
emVars	replicate_pair	HepG2_DEX_replicates_1vs3	HepG2_DEX_R1	HepG2_DEX_R3	5734	13
emVars	replicate_pair	HepG2_IFNA2b_replicates_1vs2	HepG2_IFNA2b_R1	HepG2_IFNA2b_R2	5590	13
emVars	replicate_pair	HepG2_IFNA2b_replicates_1vs3	HepG2_IFNA2b_R1	HepG2_IFNA2b_R3	5734	13
emVars	replicate_pair	HepG2_IFNA2b_replicates_1vs4	HepG2_IFNA2b_R1	HepG2_IFNA2b_R4	5587	13
emVars	replicate_pair	HepG2_NS_replicates_1vs2	HepG2_NS_R1	HepG2_NS_R2	5597	14
emVars	replicate_pair	HepG2_NS_replicates_1vs3	HepG2_NS_R1	HepG2_NS_R3	5734	13
emVars	replicate_pair	HepG2_NS_replicates_1vs4	HepG2_NS_R1	HepG2_NS_R4	5587	13
emVars	replicate_pair	HepG2_NS_replicates_1vs5	HepG2_NS_R1	HepG2_NS_R5	5734	13
emVars	replicate_pair	HepG2_TNFa_replicates_1vs2	HepG2_TNFa_R1	HepG2_TNFa_R2	5707	12
emVars	replicate_pair	HepG2_TNFa_replicates_1vs3	HepG2_TNFa_R1	HepG2_TNFa_R3	5706	12
emVars	replicate_pair	K562_IFNA2b_replicates_1vs2	K562_IFNA2b_R1	K562_IFNA2b_R2	5706	12
emVars	replicate_pair	K562_IFNA2b_replicates_1vs3	K562_IFNA2b_R1	K562_IFNA2b_R3	5705	12
emVars	replicate_pair	K562_IFNA2b_replicates_1vs4	K562_IFNA2b_R1	K562_IFNA2b_R4	5707	12
emVars	replicate_pair	K562_NS_replicates_1vs2	K562_NS_R1	K562_NS_R2	5735	13
emVars	replicate_pair	K562_NS_replicates_1vs3	K562_NS_R1	K562_NS_R3	5734	13
emVars	replicate_pair	K562_NS_replicates_1vs4	K562_NS_R1	K562_NS_R4	5734	13
emVars	replicate_pair	K562_NS_replicates_1vs5	K562_NS_R1	K562_NS_R5	5734	13
emVars	replicate_pair	K562_TNFa_replicates_1vs2	K562_TNFa_R1	K562_TNFa_R2	5708	12
emVars	replicate_pair	K562_TNFa_replicates_1vs3	K562_TNFa_R1	K562_TNFa_R3	5708	12
emVars	replicate_pair	K562_DEX_replicates_1vs2	K562_DEX_R1	K562_DEX_R2	5708	12
emVars	replicate_pair	K562_DEX_replicates_1vs3	K562_DEX_R1	K562_DEX_R3	5708	12
